"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"23","02","MNCW","79089","23","02","MNJ","MNJ00123","23","02","MNCW","79089","","","23","02","15","10","30","AM","01","0","0","0","0","","MIDDLETOWN","71.5","36","53","2","1","000","","","","0","","","RED ONION SIDING","1",".3","3","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73563","T110","","0","0","0","0","T110","3","1","000","73563","","36C071","0","000000","0","0","0","0","0","","","","","1","1","","No","","","","115","","2023","0","0","0","0","0","0","ORANGE","071","","","","","OTH","","THREE CARS FROM MNJ FREIGHT CH-1 HAVE DERAILED AT RED ONION SIDING IN MIDDLETOWN, NY AND ARE FOULING","THE MAIN LINE.","","","","","","","","","","","","","","","41.45805","-74.36639","2","5","","","","MNR PORT JERVIS LINE",
"23","02","CSX","000210017","","","","","23","02","CSX","000210017","","507059U","23","02","23","9","20","AM","07","0","0","0","0","","HAVERSTRAW","0032.2","36","37","2","2","033","R","I157","1","4999","1","Y","SINGLE MAIN TRACK","3","0069.5","1","CSXT","005248","001","N","","","000","","2","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","5773","8865","M302","","0","0","0","0","M302","1","3","033","14638","","36C087","0","000000","0","1","0","1","0","01","50","01","50","1","1","","CL","","","","220","","2023","0","0","0","0","0","0","ROCKLAND","087","","","","N","CWR","000-000-000","I15723 STRUCK AN UNOCCUPIED TRACTOR TRAILER THAT WAS STUCK ON THE CROSSING. NO INJURIES. PROTECTION","ALSO AT CROSSING: PAVEMENT MARKINGS (RR XING SYMBOLS). PROTECTION ALSO AT CROSSING:?PAVEMENT MARKING","S (RR XING SYMBOLS).","","","","","","","","","","","","","0","41.194906","-73.969189","1","1","J","","","RIVER",
"23","02","CSX","000210059","","","","","23","02","CSX","000210059","","","23","02","27","12","34","AM","01","0","0","0","0","","COLUMBUS","0004.8","39","40","4","1","005","E","G017","3","12899","1","N","BUCKEYE 6","1","0000.0","2","CSXT","265084","086","Y","","","000","","2","0","0","0","0","0","0","0","0","0","91","0","0","0","0","6","0","0","0","0","25992","342088","T207","","0","0","0","0","T207","2","1","005","368080","","39C049","0","000000","0","1","0","1","0","07","34","07","34","1","2","","CL","","","","342","","2023","0","0","0","0","0","0","FRANKLIN","049","00","00","","N","OTH","000-000-000","G01727 WAS PULLING EAST INTO THE YARD WHEN THEY EXPERIENCED UDE. INSPECTION REVEALED THAT THE TRAIN","HAD DERAILED THE REAR 6 CARS ( 3 UPRIGHT- CSXT 265084, CSXT 262521, CSXT 261403,  3 ON SIDE - CSXT 2","61074, CSXT 261495, CSXT 261180 ). THE POD WAS FOUND 188 EAST OF A SWITCH THEY JUST CAME THROUGH AND","CAUSE WAS DETERMINED TO BE A BROKEN RAIL.","","","","","","","","","","","","0","39.915086","-82.987325","2","5","K","","","COLUMBUS",
"23","02","CSX","000209882","","","","","23","02","CSX","000209882","","","23","02","18","4","16","AM","04","0","0","0","0","","WILLARD","0204.0","39","23","1","1","008","E","L322","3","0","8","Y","LEAD","1","0000.0","2","CSXT","005284","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25000","0","H607","","0","0","0","0","H607","2","1","008","65554","","39C077","0","000000","0","1","0","1","0","10","46","10","46","1","2","","CL","","","","135","","2023","0","0","0","0","0","0","HURON","077","00","00","","N","OTH","000-000-000","L32117 DID NOT STAY IN THE CLEAR WHILE M63417 WAS SHOVING CAUSING L32117 TO STRIKE THE SIDE OF M6341","7 AND DAMAGED 5 CARS AND AN ENGINE.","","","","","","","","","","","","","","0","41.0599","-82.724084","2","5","","","","WILLARD TERMINAL",
"23","02","CSX","000209882","","","","","23","02","CSX","000209882","","","23","02","18","4","16","AM","04","0","0","0","0","","WILLARD","0204.0","39","23","1","1","005","E","M634","4","11563","1","Y","LEAD","1","0000.0","2","PMRX","095256","041","Y","","","000","","2","0","0","0","0","0","0","0","0","0","127","0","83","0","0","0","0","0","0","0","40554","0","H607","","0","0","0","0","H607","2","1","008","65554","","39C077","0","000000","0","1","0","1","0","10","46","10","46","3","2","","CL","","","","135","","2023","0","0","0","0","0","0","HURON","077","00","00","","N","OTH","000-000-000","L32117 DID NOT STAY IN THE CLEAR WHILE M63417 WAS SHOVING CAUSING L32117 TO STRIKE THE SIDE OF M6341","7 AND DAMAGED 5 CARS AND AN ENGINE.","","","","","","","","","","","","","","0","41.0599","-82.724084","2","5","","","","WILLARD TERMINAL",
"23","02","CSX","000209925","","","","","23","02","CSX","000209925","","","23","02","20","1","15","PM","12","39","0","0","0","","COLUMBUS","0001.0","39","55","2","1","005","E","","3","0","6","N","P15","1","0000.0","2","ACFX","051226","016","N","","","000","","0","0","0","0","0","0","0","0","0","0","50","0","51","0","0","0","0","0","0","0","6026","0","M204","","0","0","0","0","M204","2","1","005","12526","","39C049","0","000000","0","0","0","0","0","","","","","1","2","","CL","","","","301","","2023","0","0","0","0","0","0","FRANKLIN","049","","","","N","OTH","000-000-000","Y10220 SWITCHED ARMN112410 CAR TO TRACK P14.  ON IMPACT WITH OTHER CARS IN TRACK, THE LADING SHIFTED",", DISLODGING PLUG DOOR BETWEEN P14 AND P15.  Y10220 CONTINUED SWITCHING CARS TO P15. DURING SWITCHIN","G INTO P15, 8 CARS WERE DAMAGED ON P15 AFTER BEING STRUCK WITH CAR DOOR FROM ARMN112410 ON TRACK P14",".","","","","","","","","","","","","0","39.972334","-83.021147","2","5","K","L","","COLUMBUS",
"23","01","CSX","000209357","","","","","23","01","CSX","000209357","","","23","01","19","7","4","PM","12","0","0","0","0","","WILLARD","0204.0","39","40","3","3","001","E","Y296","4","0","7","Y","W17","1","0000.0","2","CBTX","721632","004","Y","","","000","","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","17888","0","M105","","0","0","0","0","M105","2","1","001","17888","","39C077","0","000000","0","1","0","1","0","04","04","04","04","1","2","","CL","","","","154","","2023","0","0","0","0","0","0","HURON","077","","","","N","OTH","000-000-000","A TWO CAR CUT WAS KICKED INTO TRACK W17 AFTER GOING IN THE CLEAR AND STOPPING THE CARS ROLLED OUT OF","THE TRACK STRIKING THE Y29619 CAR NUMBER CBTX 721632.","","","","","","","","","","","","","","3","41.059877","-82.72407","2","5","","","","WILLARD TERMINAL",
"23","01","CSX","000209357","","","","","23","01","CSX","000209357","","","23","01","19","7","4","PM","12","0","0","0","0","","WILLARD","0204.0","39","40","3","3","001","E","","4","0","6","N","W17","1","0000.0","2","CSXT","482464","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","M105","","0","0","0","0","M105","2","1","001","17888","","39C077","0","000000","0","0","0","0","0","","","","","3","2","","CL","","","","154","","2023","0","0","0","0","0","0","HURON","077","","","","N","OTH","000-000-000","A TWO CAR CUT WAS KICKED INTO TRACK W17 AFTER GOING IN THE CLEAR AND STOPPING THE CARS ROLLED OUT OF","THE TRACK STRIKING THE Y29619 CAR NUMBER CBTX 721632.","","","","","","","","","","","","","","0","41.059877","-82.72407","2","5","","","","WILLARD TERMINAL",
"23","01","CSX","000209300","","","","","23","01","CSX","000209300","","","23","01","15","7","45","PM","12","0","0","0","0","","COLUMBUS","0001.0","39","30","3","1","004","E","Y290","4","0","7","Y","YARD","1","0000.0","2","GPPX","094054","022","N","","","000","","4","0","0","0","0","0","0","0","0","0","23","0","10","0","0","0","0","0","0","0","15013","0","M505","","0","0","0","0","M505","2","1","004","15013","","39C049","0","000000","0","1","0","1","0","03","46","03","46","1","2","","CL","","","","387","","2023","0","0","0","0","0","0","FRANKLIN","049","","","","N","OTH","000-000-000","Y29015 SWITCHING N03 FROM EAST END OF PARSONS. AFTER SWITCHING 10 LOADED CARS INTO P15 THEY WERE COU","PLING TRACK TO SWING OVER TO N03 FOR M30815. AFTER STRETCHING TRACK THEY SAW THEY HAD A GAP IN THE T","RACK AND WALKED BACK TO MAKE COUPLING. WHILE WALKING BACK TO THE COUPLING THEY NOTICED UTLX 220534 O","FF ITS CENTER PIN AND RESTING ON TRUCKS. GPPX 94054 ALSO SMASHED IN ON EAST ENF OF CAR.","","","","","","","","","","","","1","39.972311","-83.021134","2","5","","","","COLUMBUS",
"23","02","LI","79199","23","02","MNCW","79256","23","02","LI","79199","","","23","02","28","6","30","PM","05","0","0","0","0","","LONG ISLAND CITY","","36","37","2","2","000","","","4","0","","","TRACK 04","1","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","M599","","0","0","0","0","M599","2","1","002","236047","","36C081","0","000000","0","0","0","0","0","","","","","1","1","","No","","","","222","","2023","0","0","0","0","0","0","QUEENS","081","","","","","OTH","000-000-000","WHILE MAKING A MOVE WITHIN LI'S ARCH STREET YARD, A PAIR OF METRO NORTH RAILROAD M8 CAR CAME IN CONT","ACT WITH 21ST STREET OVER GRADE BRIDGE. INCIDENT REPORTABLE DUE TO DAMAGES ($236,047) FROM METRO NOR","TH'S RAILROAD M8 CARS.","","","","","","","","","","","","","","40.743259","-73.948871","2","5","K","","","LONG ISLAND CITY",
"23","02","MNCW","79256","","","","","23","02","LI","79199","","","23","02","28","6","30","PM","05","0","0","0","0","","LONG ISLAND CITY","0.6","36","37","2","2","002","E","KAWA","4","0","D","Y","TRACK 04","1","","2","MNCW","009431","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","236047","0","M599","","0","0","0","0","M599","2","1","002","236047","","36C081","0","000000","0","1","0","1","0","02","","02","","2","1","","No","","","","507","","2023","0","0","0","0","0","0","QUEENS","081","","","","N","CWR","","KAWASAKI CAR MOVERS WERE MOVING M8 CARS FROM THE WEST END OF SHOP TRACK 4, WHEN THE TOP OF M8 CAR 94","30 STRUCK THE 21ST STREET BRIDGE, CAUSING DAMAGE TO THE ROOF OF THE CAR. THE M8 EQUIPMENT WAS BROUGH","T FROM MNR NEW HAVEN TO LIRR ARCH STREET YARD FOR PURPOSES OF TESTING TO ENSURE EQUIPMENT COMPATIBIL","ITY AND ABILITY TO TRAVERSE BETWEEN NEW HAVEN AND PENN STATION, SPECIFIC TO 750 VDC CURRENT COLLECTO","R SHOES, BUT M8 CARS ARE DESIGNED FOR CATENARY USE AND ARE INHERENTLY TALLER VEHICLES THAN LIRR M7/M","9 CARS.","","","","","","","","","","0","40.743259","-73.948871","2","5","K","","","MAINLINE",
"23","02","NYA","NYA00088F","","","","","23","02","NYA","NYA00088F","","","23","02","07","8","37","PM","01","3","0","0","0","","BAY SHORE","39.1","36","45","4","3","006","R","RS 6","4","1808","1","Y","BACK TRACK","1","","2","","","000","","","","000","","2","0","0","0","0","0","0","0","0","0","14","0","2","0","0","1","0","0","0","0","0","3645538","M507","","0","0","0","0","M507","2","1","006","3645538","","36C103","0","000000","0","1","0","1","1","02","37","02","37","1","1","","Cl","","","","376","","2023","0","0","0","0","0","0","SUFFOLK","103","","","","","","","RS-60 COUPLED TO 16 CARS (14 LOADS TO 2EMPTY) MADE A SHOVE MOVE WEST ONTO THE PINE AIRE BACK TRACK.","WHILE SHOVING ON THE BACK TRACK THE
3RD CAR FROM THE HEADEND (TTZX 865283) B-END TRUCK DERAILED. PO","ST INCIDENT INVESTIGATION COMPLETE. CAUSE COULD NOT BE DETERMINED.
EQUIPMENT INSPECTED, NO DEFECTS","FOUND. NO EXCEPTIONS TO TRAIN HANDLING. NO DEFECTS FOUND IN TRACK STRUCTURE.","","","","","","","","","","","","","40.773618","-73.275888","2","5","","","","MAIN LINE",
"23","01","LI","78953","","","","","23","01","LI","78953","","","23","01","04","3","30","PM","05","0","0","0","0","","FLORAL PARK","14.1","36","54","2","2","010","E","LI W","4","0","4","Y","TRACK 04","4","9.2","1","LI","000117","004","Y","LI","000117","004","Y","2","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","18918","E08C","","0","0","0","0","E08C","1","4","010","18918","","36C059","0","000000","0","1","0","1","1","07","30","07","30","1","1","","No","","","","375","","2023","0","0","0","0","0","0","NASSAU","059","","","","N","CWR","000-000-000","ON 04-04-2023, CAUSE CODE UPDATED TO E09C AND NARRATIVE TO READ `LI WRK2HOL REPORTS THAT WHILE OPERA","TING WEST ON MAINLINE# 4, THE WORK TRAIN TO HOLLIS CLIPPED 14W SIGNAL AND KNOCKED IT OVER. UPDATED D","AMAGES TRIGGERED REPORTABILITY.  SUBSEQUENT INVESTIGATION REVEALED A HAND BRAKE HANDLE BENT OUTWARD,","STICKING OUT PAST THE FOULING ENVELOPE, HAD MADE CONTACT WITH THE SIGNAL.`","","","","","","","","","","","","0","40.72067","-73.72286","1","1","A","D","G","MAINLINE",
"23","01","MNCW","78919","","","","","23","01","MNCW","78919","","","23","01","23","5","22","PM","01","0","0","0","0","","WHITE PLAINS","00023.","36","32","4","1","006","E","4224","1","0","D","Y","TRACK 17","1","","2","MNCW","004238","004","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1","0","102733","11737","H701","","0","0","0","0","H701","2","1","006","114470","","36C119","0","000000","0","1","0","1","1","02","56","03","12","1","1","","No","","","","164","","2023","0","0","0","0","0","0","WESTCHESTER","119","00","00","","N","CWR","","SWITCHING CREW CONDUCTOR WAS ON THE GROUND LINING SWITCHES FOR A MOVE, WHEN THE 13/17 SWITCH WAS OPE","RATED UNDER MOVEMENT OF THE TRAIN, CAUSING THE
TRAIN TO DERAIL.","","","","","","","","","","","","","","0","41.053735","-73.771691","2","5","K","","","MNR HARLEM LINE",
"23","01","BNSF","SW0123109","","","","","23","01","NMRX","ZZZZZZZZZZ","","","23","01","27","5","5","PM","01","0","0","0","0","","ALBUQUERQUE","00904.","35","38","3","1","005","R","YABQ","4","562","7","Y","901","1","0","2","BNSF","001608","003","","","","000","","0","1","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","14000","0","T311","","0","0","0","0","T311","2","1","005","14000","","35C001","0","000000","0","1","0","1","1","02","35","02","35","1","5","","CL","","","","123","","2023","0","0","0","0","0","0","BERNALILLO","001","","","","N","OTH","000-000-000","YARD CREW ON YARD TRACK NOT MAINTAINED BY BNSF, DERAILED 1 LOCOMOTIVE DUE TO A SWITCH OUT OF ALIGNME","NT. NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","35.04906","-106.653605","2","5","K","","","GLORIETA",
"23","02","BNSF","SW0223106","","","","","23","02","BNSF","SW0223106","","","23","02","26","1","42","PM","01","3","1","0","0","","WILLARD","827.9","35","41","2","1","003","E","ZALT","4","3384","1","Y","MAIN 2 TRACK","5","102.21","1","TTRX","370580","017","Y","","","000","","4","0","0","0","0","0","0","0","0","0","22","0","14","0","0","7","0","3","0","0","987760","6000","M105","","0","0","0","0","M105","1","5","003","993760","","35C057","0","000000","0","1","0","1","0","08","42","08","42","1","5","","CL","","","","136","","2023","0","0","0","0","0","0","TORRANCE","057","","","","N","CWR","000-000-000","Z-ALTLAC8-25A ON MAIN 2 TRACK DERAILED 10 RAILCARS DUE TO HIGH WINDS BLOWING THE RAILCARS ON TO MAIN","1. NO INJURIES, NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","34.658411","-105.823446","1","1","Q","","","CLOVIS",
"23","01","UP","0123NC039","","","","","23","01","UP","0123NC039","","","23","01","21","6","43","AM","01","8","0","0","0","","WINNEMUCCA","415.25","32","3","1","2","015","R","ILTG","3","13931","1","Y","SINGLE MAIN TRACK","4","29.7","1","UP","078291","092","N","","","000","","3","0","1","0","0","0","0","0","0","0","139","0","58","0","0","0","0","2","0","0","10651","1532","H503","H513","0","0","0","0","H503","1","4","015","12183","","32C013","0","000000","0","1","0","1","0","10","43","10","43","1","7","","CL","","","","188","","2023","0","0","0","0","0","0","HUMBOLDT","013","00","00","","N","CWR","000-000-000","ILTG2-20, LEAD LOCOMOTIVE UP7265 HAD TWO RAILCARS DERAIL. EMPLOYEE FAILED TO USE PROPER TRAIN HANDLI","NG IN ACCORDANCE WITH APPLICABLE TRAIN HANDLING RULES RESULTING IN A TWO-CAR DERAILMENT.","","","","","","","","","","","","","","0","40.943413","-117.751191","1","1","Q","","","NEVADA SUB",
"23","01","BNSF","TC0123201","","","","","23","01","BNSF","TC0123201","","083574T","23","01","04","6","30","PM","07","0","0","0","0","","PLAINVIEW","77.6","31","25","3","1","010","E","XPXG","4","3563","1","Y","SINGLE MAIN TRACK","2","2.67","1","BNSF","007022","001","","","","000","","3","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","0","0","12000","0","M306","","0","0","0","0","M306","1","2","010","12000","","31C139","0","000000","0","1","0","1","0","08","30","08","30","1","6","","CL","","","","131","","2023","0","0","0","0","0","0","PIERCE","139","","","","N","CWR","000-000-000","X PXGBNB9 01A WAS STRUCK ON CROSSING NOT EQUIPPED WITH GATES BY HIGHWAY USER DUE TO EXTREME WEATHER","CONDITIONS. NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","42.34969","-97.7763","2","2","P","","","ONEILL",
"23","01","BNSF","PR0123112","","","","","23","01","BNSF","PR0123112","","","23","01","22","6","19","AM","01","2","0","0","0","","SCOTTSBLUFF","29.4","31","20","1","1","003","E","HCAS","3","11065","1","Y","9901","1","0","2","BNSF","722375","051","Y","","","000","","3","0","0","0","0","0","0","0","0","0","81","0","1","0","0","4","0","0","0","0","12000","9000","H607","H702","0","0","0","0","H607","2","1","003","21000","","31C157","0","000000","0","1","0","1","0","05","39","05","39","1","6","","CL","","","","115","","2023","0","0","0","0","0","0","SCOTTS BLUFF","157","","","","N","OTH","000-000-000","H-CASLIN9-20A DERAILED 4 RAILCARS ON YARD TRACK DUE TO FAILURE TO COMPLY WITH RESTRICTED SPEED. NO H","AZMAT RELEASED.","","","","","","","","","","","","","","0","41.850115","-103.639795","2","5","K","","","VALLEY",
"23","01","BNSF","PR0123114","","","","","23","01","BNSF","PR0123114","","","23","01","25","4","45","AM","01","0","0","0","0","","ALLIANCE","2.8","31","18","1","2","005","E","YALN","2","0","8","Y","0201","1","0","2","BNSF","001700","001","","BNSF","001700","001","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25811","8250","M404","","0","0","0","0","M404","2","1","005","34061","","31C013","0","000000","0","1","0","1","1","05","46","05","46","1","6","","CL","","","","200","","2023","0","0","0","0","0","0","BOX BUTTE","013","","","","N","OTH","","Y-ALN3021-24A DERAILED 1 LOCOMOTIVE ON YARD TRACK DUE TO A KNUCKLE LAYING ON GROUND GETTING KNOCKED","UP AS THE TRAIN WAS GOING THROUGH SWITCH AND CAUSING THE WHEEL TO FALL OFF RAIL. NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","42.064332","-102.901826","1","5","K","","","ANGORA",
"23","02","RCPE","RCP317623D","","","","","23","02","RCPE","RCP317623D","","","23","02","02","8","0","AM","01","0","0","0","0","","CHADRON","4.5","31","15","2","1","010","E","LRCD","2","5219","1","Y","SINGLE MAIN TRACK","1","17.19","1","RCPE","181672","009","N","","","000","","2","0","0","0","0","0","0","0","0","0","41","0","3","0","0","4","0","0","0","0","126183","17880","T202","","0","0","0","0","T202","1","1","010","144063","","31C045","0","000000","0","1","0","1","0","12","","12","","1","6","","Cl","","","","249","","2023","0","0","0","0","0","0","DAWES","045","","","","N","OTH","000-000-000","A TRAIN CREW ON THE MAINLINE WENT INTO UNDESIRED EMERGENCY.  A CONDUCTOR PERFORMED A WALKING INSPECT","ION AND DISCOVERED A TOTAL OF 4 CARS DERAILED ALL ON THEIR SIDES. THE INVESTIGATION REVEALED THE CAU","SE OF THE DERAILMENT WAS BROKEN RAIL AT THE BASE.","","","","","","","","","","","","","0","42.89982","-103.15919","2","2","P","N","","BLACK HILLS",
"23","02","UP","0223GP001","","","","","23","02","UP","0223GP001","","","23","02","01","1","30","AM","12","0","0","0","0","","NORTH PLATTE","287.92","31","3","4","1","000","E","YNP4","3","250","7","Y","YARD 129","1","","2","MWCX","481190","003","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","13873","0","M407","","0","0","0","0","M407","2","1","002","29178","","31C111","0","000000","0","2","0","0","0","02","30","","","3","6","","CL","","","","247","","2023","0","0","0","0","0","0","LINCOLN","111","","","","N","OTH","000-000-000","TWO CARS, THE CRYX6188 AND CRYX6157 WERE HUMPED INTO EAST BOWL BY THE YNP41R-31. THE CARS ROLLED THR","OUGH THE 
FINALS TRAVELLING THROUGH THE INERTS DUE TO CONTAMINATED WHEELS. THIS IMPACTED THE SIDE OF","TRIM CREW YNP43R-31
RESULTING IN A DERAILMENT.","","","","","","","","","","","","","3","41.147176","-100.832213","2","5","","","","NORTH PLATTE TERMINA",
"23","02","UP","0223GP001","","","","","23","02","UP","0223GP001","","","23","02","01","1","30","AM","12","0","0","0","0","","NORTH PLATTE","287.92","31","3","4","1","002","E","YNP4","3","210","7","Y","YARD 129","1","","2","CRYX","006157","004","Y","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","7641","7664","M407","","0","0","0","0","M407","2","1","002","29178","","31C111","0","000000","0","2","0","0","0","02","30","","","1","6","","CL","","","","247","","2023","0","0","0","0","0","0","LINCOLN","111","","","","N","OTH","000-000-000","TWO CARS, THE CRYX6188 AND CRYX6157 WERE HUMPED INTO EAST BOWL BY THE YNP41R-31. THE CARS ROLLED THR","OUGH THE 
FINALS TRAVELLING THROUGH THE INERTS DUE TO CONTAMINATED WHEELS. THIS IMPACTED THE SIDE OF","TRIM CREW YNP43R-31
RESULTING IN A DERAILMENT.","","","","","","","","","","","","","3","41.147176","-100.832213","2","5","","","","NORTH PLATTE TERMINA",
"23","02","UP","0223GP005","","","","","23","02","UP","0223GP005","","","23","02","03","4","10","PM","12","0","0","0","0","","NORTH PLATTE","287.5","31","38","2","1","000","R","","","392","6","N","YARD 013","1","","2","CHVX","893021","003","Y","","","000","","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1172","0","M411","","0","0","0","0","M411","2","1","004","39891","","31C111","0","000000","0","0","0","0","0","","","","","1","6","","CL","","","","238","","2023","0","0","0","0","0","0","LINCOLN","111","","","","N","CWR","000-000-000","THE YNP27R-03 WAS SWITCHING CARS IN BOWL 13. A CUT OF 3 CARS STOPPED SHORT IN BOWL 13. ANOTHER CUT O","F 3 CAME INTO BOWL 13, STOPPING IN FOUL OF BOWL 15. THE NEXT CUT OF 3 CARS FOLLOWING INTO BOWL 15 CO","RNERED THE SHORT STOP CARS IN BOWL 13.","","","","","","","","","","","","","0","41.1528","-100.822907","2","5","","","","NORTH PLATTE TERMINA",
"23","02","UP","0223GP005","","","","","23","02","UP","0223GP005","","","23","02","03","4","10","PM","12","0","0","0","0","","NORTH PLATTE","287.5","31","38","2","1","004","E","YNP2","3","393","7","Y","YARD 013","1","","2","GATX","215618","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","38719","0","M411","","0","0","0","0","M411","2","1","004","39891","","31C111","0","000000","0","1","0","0","0","01","40","","","3","6","","CL","","","","238","","2023","0","0","0","0","0","0","LINCOLN","111","","","","N","CWR","000-000-000","THE YNP27R-03 WAS SWITCHING CARS IN BOWL 13. A CUT OF 3 CARS STOPPED SHORT IN BOWL 13. ANOTHER CUT O","F 3 CAME INTO BOWL 13, STOPPING IN FOUL OF BOWL 15. THE NEXT CUT OF 3 CARS FOLLOWING INTO BOWL 15 CO","RNERED THE SHORT STOP CARS IN BOWL 13.","","","","","","","","","","","","","3","41.1528","-100.822907","2","5","","","","NORTH PLATTE TERMINA",
"23","02","UP","0223GP027","","","","","23","02","UP","0223GP027","","","23","02","12","12","0","PM","13","0","0","0","0","","NORTH PLATTE","287.0","31","41","2","2","000","E","","","134","5","N","YARD 035","1","","2","ADMX","062064","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","25974","0","M411","","0","0","0","0","M411","2","1","000","25974","","31C111","0","000000","0","0","0","0","0","","","","","1","6","","CL","","","","126","","2023","0","0","0","0","0","0","LINCOLN","111","","","","N","OTH","000-000-000","MECHANICAL DEPARTMENT FOUND CAR ADMX62064 WITH BY-PASSED COUPLER DAMAGE. NO MATE CAR WAS FOUND. NO D","ERAILMENT OR
TRACK DAMAGE.","","","","","","","","","","","","","","0","41.150619","-100.81347","2","5","","","","NORTH PLATTE TERMINA",
"23","02","UP","0223GP033","","","","","23","02","UP","0223GP033","","","23","02","21","12","45","AM","01","0","0","0","0","","GOTHENBURG","248.42","31","30","4","1","039","R","CBTW","3","42900","1","Y","MAIN LINE 3","5","64.3","1","UCEX","026402","233","Y","","","000","","2","0","3","0","1","0","0","0","0","0","300","0","0","0","0","32","0","0","0","0","1190111","702065","T215","","0","0","0","0","T215","1","5","039","1892176","","31C047","0","000000","0","1","0","1","0","02","44","03","15","1","6","","CL","","","","280","","2023","0","0","0","0","0","0","DAWSON","047","00","","","N","CWR","000-000-000","CBTWL-20 WAS EASTBOUND ON MAIN TRACK 3 WHEN THE REAR DPU PLACED THE TRAIN INTO EMERGENCY. ON INSPECT","ION OF THE TRAIN CONDUCTOR FOUND TRAIN HAD 4 BROKEN KNUCKLES AROUND THE MID DPU'S AND HE CONTINUED H","IS INSPECTIONS TO FIND THAT THERE WERE 32 COAL CARS DERAILED. TOTAL CONSIST 306.","","","","","","","","","","","","","0","40.923748","-100.157483","1","1","J","Q","","KEARNEY SUB",
